0,1,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,5,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
3,6,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,7,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
4,8,2
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,9,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
5,10,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,11,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
6,12,3
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,13,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
7,14,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,15,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
8,16,4
